url,url_type,http_status,final_url,redirect_count,robots_status,x_robots_tag,meta_robots,canonical,canonical_matches_url,in_sitemap,sitemap_indexable,title,title_length,meta_description_present,h1_present,content_word_count,internal_inlinks,orphan_status,render_mode,schema_validity,indexability_status,blocking_reason,quality_flags,recommended_action,priority
"https://holiswiss.ch/de/contact","static","200","https://holiswiss.ch/de/contact","0","allowed","","index, follow","https://holiswiss.ch/de/contact","true","true","true","Kontakt — Holiswiss","19","true","true","120","111","liée","SSR","12 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (120 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/impressum","static","200","https://holiswiss.ch/de/impressum","0","allowed","","noindex, follow","https://holiswiss.ch/de/impressum","true","true","false","Mentions légales / Impressum — Holiswiss","40","true","true","573","111","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/de/conditions","static","200","https://holiswiss.ch/de/conditions","0","allowed","","noindex, follow","https://holiswiss.ch/de/conditions","true","true","false","Conditions générales d&#x27;utilisation — Holiswiss","51","true","true","847","111","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/de/confidentialite","static","200","https://holiswiss.ch/de/confidentialite","0","allowed","","noindex, follow","https://holiswiss.ch/de/confidentialite","true","true","false","Politique de confidentialité — Holiswiss","40","true","true","570","111","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/it","home","200","https://holiswiss.ch/it","0","allowed","","index, follow","https://holiswiss.ch/it","true","true","true","Holiswiss — Terapeuti olistici in Svizzera","42","true","true","679","107","liée","SSR","27 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/therapeutes","listing","200","https://holiswiss.ch/it/therapeutes","0","allowed","","index, follow","https://holiswiss.ch/it/therapeutes","true","true","true","Trovare un terapeuta in Svizzera — Holiswiss","44","true","true","557","107","liée","SSR","39 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/blog","article","200","https://holiswiss.ch/it/blog","0","allowed","","index, follow","https://holiswiss.ch/it/blog","true","true","true","Blog benessere &amp; terapie olistiche — Holiswiss","50","true","true","2232","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/paroles","static","200","https://holiswiss.ch/it/paroles","0","allowed","","index, follow","https://holiswiss.ch/it/paroles","true","true","true","Voci di esperti — Contributi dei terapisti | Holiswiss","54","true","true","318","107","liée","SSR","10 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/evenements","static","200","https://holiswiss.ch/it/evenements","0","allowed","","index, follow","https://holiswiss.ch/it/evenements","true","true","true","Eventi benessere in Svizzera | HoliSwiss","40","true","true","265","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/tarifs","static","200","https://holiswiss.ch/it/tarifs","0","allowed","","index, follow","https://holiswiss.ch/it/tarifs","true","true","true","Prezzi Holiswiss — Piani per terapeuti","38","true","true","427","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/faq","static","200","https://holiswiss.ch/it/faq","0","allowed","","index, follow","https://holiswiss.ch/it/faq","true","true","true","FAQ — Trovare un terapeuta olistico in Svizzera | Holiswiss","59","true","true","777","107","liée","SSR","48 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/it/contact","static","200","https://holiswiss.ch/it/contact","0","allowed","","index, follow","https://holiswiss.ch/it/contact","true","true","true","Contatto — Holiswiss","20","true","true","128","107","liée","SSR","12 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (128 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/impressum","static","200","https://holiswiss.ch/it/impressum","0","allowed","","noindex, follow","https://holiswiss.ch/it/impressum","true","true","false","Mentions légales / Impressum — Holiswiss","40","true","true","581","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/it/conditions","static","200","https://holiswiss.ch/it/conditions","0","allowed","","noindex, follow","https://holiswiss.ch/it/conditions","true","true","false","Conditions générales d&#x27;utilisation — Holiswiss","51","true","true","855","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/it/confidentialite","static","200","https://holiswiss.ch/it/confidentialite","0","allowed","","noindex, follow","https://holiswiss.ch/it/confidentialite","true","true","false","Politique de confidentialité — Holiswiss","40","true","true","578","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/en","home","200","https://holiswiss.ch/en","0","allowed","","index, follow","https://holiswiss.ch/en","true","true","true","Holiswiss — Holistic therapists across Switzerland","50","true","true","657","107","liée","SSR","27 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/therapeutes","listing","200","https://holiswiss.ch/en/therapeutes","0","allowed","","index, follow","https://holiswiss.ch/en/therapeutes","true","true","true","Find a therapist in Switzerland — Holiswiss","43","true","true","535","107","liée","SSR","39 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/blog","article","200","https://holiswiss.ch/en/blog","0","allowed","","index, follow","https://holiswiss.ch/en/blog","true","true","true","Wellness &amp; holistic therapies blog — Holiswiss","50","true","true","2125","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/paroles","static","200","https://holiswiss.ch/en/paroles","0","allowed","","index, follow","https://holiswiss.ch/en/paroles","true","true","true","Expert voices — Articles by therapists | Holiswiss","50","true","true","313","107","liée","SSR","10 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/evenements","static","200","https://holiswiss.ch/en/evenements","0","allowed","","index, follow","https://holiswiss.ch/en/evenements","true","true","true","Wellness events in Switzerland | HoliSwiss","42","true","true","261","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/tarifs","static","200","https://holiswiss.ch/en/tarifs","0","allowed","","index, follow","https://holiswiss.ch/en/tarifs","true","true","true","Holiswiss Pricing — Plans for therapists","40","true","true","411","107","liée","SSR","19 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/faq","static","200","https://holiswiss.ch/en/faq","0","allowed","","index, follow","https://holiswiss.ch/en/faq","true","true","true","FAQ — Find a holistic therapist in Switzerland | Holiswiss","58","true","true","755","107","liée","SSR","48 types","INDEXABLE_ET_PRIORITAIRE","","","aucune","2"
"https://holiswiss.ch/en/contact","static","200","https://holiswiss.ch/en/contact","0","allowed","","index, follow","https://holiswiss.ch/en/contact","true","true","false","Contact — Holiswiss","19","true","true","124","107","liée","SSR","12 types","A_DEDUPLIQUER_OU_CONSOLIDER","","contenu mince (124 mots) ; title dupliqué","canonicaliser ou différencier le contenu","4"
"https://holiswiss.ch/en/impressum","static","200","https://holiswiss.ch/en/impressum","0","allowed","","noindex, follow","https://holiswiss.ch/en/impressum","true","true","false","Mentions légales / Impressum — Holiswiss","40","true","true","577","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/en/conditions","static","200","https://holiswiss.ch/en/conditions","0","allowed","","noindex, follow","https://holiswiss.ch/en/conditions","true","true","false","Conditions générales d&#x27;utilisation — Holiswiss","51","true","true","851","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/en/confidentialite","static","200","https://holiswiss.ch/en/confidentialite","0","allowed","","noindex, follow","https://holiswiss.ch/en/confidentialite","true","true","false","Politique de confidentialité — Holiswiss","40","true","true","574","107","liée","SSR","10 types","NON_INDEXABLE_VOLONTAIRE","meta robots noindex","title dupliqué","retirer du sitemap et de la file","4"
"https://holiswiss.ch/fr/therapeutes/famille/developpement-personnel","listing","200","https://holiswiss.ch/fr/therapeutes/famille/developpement-personnel","0","allowed","","index, follow","https://holiswiss.ch/fr/therapeutes/famille/developpement-personnel","true","true","true","Développement personnel &amp; expression — Thérapeutes en Suisse | Holiswiss","76","true","true","195","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (195 mots) ; title 76 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/de/therapeutes/famille/developpement-personnel","listing","200","https://holiswiss.ch/de/therapeutes/famille/developpement-personnel","0","allowed","","index, follow","https://holiswiss.ch/de/therapeutes/famille/developpement-personnel","true","true","true","Persönliche Entwicklung — Therapeuten in der Schweiz | Holiswiss","64","true","true","192","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (192 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/therapeutes/famille/developpement-personnel","listing","200","https://holiswiss.ch/it/therapeutes/famille/developpement-personnel","0","allowed","","index, follow","https://holiswiss.ch/it/therapeutes/famille/developpement-personnel","true","true","true","Sviluppo personale — Terapeuti in Svizzera | Holiswiss","54","true","true","190","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (190 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/therapeutes/famille/developpement-personnel","listing","200","https://holiswiss.ch/en/therapeutes/famille/developpement-personnel","0","allowed","","index, follow","https://holiswiss.ch/en/therapeutes/famille/developpement-personnel","true","true","true","Personal growth — Therapists in Switzerland | Holiswiss","55","true","true","187","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (187 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/therapeutes/famille/therapies-psychocorporelles","listing","200","https://holiswiss.ch/fr/therapeutes/famille/therapies-psychocorporelles","0","allowed","","index, follow","https://holiswiss.ch/fr/therapeutes/famille/therapies-psychocorporelles","true","true","true","Thérapies psychocorporelles — Thérapeutes en Suisse | Holiswiss","63","true","true","197","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (197 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/therapeutes/famille/therapies-psychocorporelles","listing","200","https://holiswiss.ch/de/therapeutes/famille/therapies-psychocorporelles","0","allowed","","index, follow","https://holiswiss.ch/de/therapeutes/famille/therapies-psychocorporelles","true","true","true","Körperorientierte Psychotherapien — Therapeuten in der Schweiz | Holiswiss","74","true","true","188","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (188 mots) ; title 74 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/it/therapeutes/famille/therapies-psychocorporelles","listing","200","https://holiswiss.ch/it/therapeutes/famille/therapies-psychocorporelles","0","allowed","","index, follow","https://holiswiss.ch/it/therapeutes/famille/therapies-psychocorporelles","true","true","true","Terapie psico-corporee — Terapeuti in Svizzera | Holiswiss","58","true","true","195","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (195 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/therapeutes/famille/therapies-psychocorporelles","listing","200","https://holiswiss.ch/en/therapeutes/famille/therapies-psychocorporelles","0","allowed","","index, follow","https://holiswiss.ch/en/therapeutes/famille/therapies-psychocorporelles","true","true","true","Mind-body therapies — Therapists in Switzerland | Holiswiss","59","true","true","191","2","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (191 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/therapeutes/famille/medecines-naturelles","listing","200","https://holiswiss.ch/fr/therapeutes/famille/medecines-naturelles","0","allowed","","index, follow","https://holiswiss.ch/fr/therapeutes/famille/medecines-naturelles","true","true","true","Médecines naturelles — Thérapeutes en Suisse | Holiswiss","56","true","true","190","4","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (190 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/therapeutes/famille/medecines-naturelles","listing","200","https://holiswiss.ch/de/therapeutes/famille/medecines-naturelles","0","allowed","","index, follow","https://holiswiss.ch/de/therapeutes/famille/medecines-naturelles","true","true","true","Naturheilkunde — Therapeuten in der Schweiz | Holiswiss","55","true","true","176","4","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (176 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/therapeutes/famille/medecines-naturelles","listing","200","https://holiswiss.ch/it/therapeutes/famille/medecines-naturelles","0","allowed","","index, follow","https://holiswiss.ch/it/therapeutes/famille/medecines-naturelles","true","true","true","Medicine naturali — Terapeuti in Svizzera | Holiswiss","53","true","true","188","4","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (188 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/therapeutes/famille/medecines-naturelles","listing","200","https://holiswiss.ch/en/therapeutes/famille/medecines-naturelles","0","allowed","","index, follow","https://holiswiss.ch/en/therapeutes/famille/medecines-naturelles","true","true","true","Natural medicine — Therapists in Switzerland | Holiswiss","56","true","true","183","4","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (183 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/therapeutes/famille/corps-et-energie","listing","200","https://holiswiss.ch/fr/therapeutes/famille/corps-et-energie","0","allowed","","index, follow","https://holiswiss.ch/fr/therapeutes/famille/corps-et-energie","true","true","true","Corps et énergie — Thérapeutes en Suisse | Holiswiss","52","true","true","199","9","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (199 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/therapeutes/famille/corps-et-energie","listing","200","https://holiswiss.ch/de/therapeutes/famille/corps-et-energie","0","allowed","","index, follow","https://holiswiss.ch/de/therapeutes/famille/corps-et-energie","true","true","true","Körper und Energie — Therapeuten in der Schweiz | Holiswiss","59","true","true","199","9","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (199 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/therapeutes/famille/corps-et-energie","listing","200","https://holiswiss.ch/it/therapeutes/famille/corps-et-energie","0","allowed","","index, follow","https://holiswiss.ch/it/therapeutes/famille/corps-et-energie","true","true","true","Corpo ed energia — Terapeuti in Svizzera | Holiswiss","52","true","true","197","9","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (197 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/therapeutes/famille/corps-et-energie","listing","200","https://holiswiss.ch/en/therapeutes/famille/corps-et-energie","0","allowed","","index, follow","https://holiswiss.ch/en/therapeutes/famille/corps-et-energie","true","true","true","Body and energy — Therapists in Switzerland | Holiswiss","55","true","true","199","9","liée","SSR","10 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (199 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/specialites/hypnose","specialty","200","https://holiswiss.ch/fr/specialites/hypnose","0","allowed","","index, follow","https://holiswiss.ch/fr/specialites/hypnose","true","true","true","Hypnose en Suisse — Thérapeutes certifiés | Holiswiss","53","true","true","175","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (175 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/specialites/hypnose","specialty","200","https://holiswiss.ch/de/specialites/hypnose","0","allowed","","index, follow","https://holiswiss.ch/de/specialites/hypnose","true","true","true","Hypnose in der Schweiz — Zertifizierte Therapeuten | Holiswiss","62","true","true","165","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (165 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/specialites/ipnosi","specialty","200","https://holiswiss.ch/it/specialites/ipnosi","0","allowed","","index, follow","https://holiswiss.ch/it/specialites/ipnosi","true","true","true","Ipnosi in Svizzera — Terapeuti certificati | Holiswiss","54","true","true","172","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (172 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/specialites/hypnosis","specialty","200","https://holiswiss.ch/en/specialites/hypnosis","0","allowed","","index, follow","https://holiswiss.ch/en/specialites/hypnosis","true","true","true","Hypnosis in Switzerland — Certified therapists | Holiswiss","58","true","true","169","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (169 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/specialites/accompagnement-psy","specialty","200","https://holiswiss.ch/fr/specialites/accompagnement-psy","0","allowed","","index, follow","https://holiswiss.ch/fr/specialites/accompagnement-psy","true","true","true","Accompagnement psy en Suisse — Thérapeutes certifiés | Holiswiss","64","true","true","179","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (179 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/specialites/psychologische-begleitung","specialty","200","https://holiswiss.ch/de/specialites/psychologische-begleitung","0","allowed","","index, follow","https://holiswiss.ch/de/specialites/psychologische-begleitung","true","true","true","Psychologische Begleitung in der Schweiz — Zertifizierte Therapeuten | Holiswiss","80","true","true","174","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (174 mots) ; title 80 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/it/specialites/accompagnamento-psicologico","specialty","200","https://holiswiss.ch/it/specialites/accompagnamento-psicologico","0","allowed","","index, follow","https://holiswiss.ch/it/specialites/accompagnamento-psicologico","true","true","true","Accompagnamento psicologico in Svizzera — Terapeuti certificati | Holiswiss","75","true","true","181","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (181 mots) ; title 75 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/en/specialites/psychological-support","specialty","200","https://holiswiss.ch/en/specialites/psychological-support","0","allowed","","index, follow","https://holiswiss.ch/en/specialites/psychological-support","true","true","true","Psychological support in Switzerland — Certified therapists | Holiswiss","71","true","true","176","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (176 mots) ; title 71 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/specialites/breathwork","specialty","200","https://holiswiss.ch/fr/specialites/breathwork","0","allowed","","index, follow","https://holiswiss.ch/fr/specialites/breathwork","true","true","true","Breathwork en Suisse — Thérapeutes certifiés | Holiswiss","56","true","true","164","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (164 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/specialites/atemarbeit","specialty","200","https://holiswiss.ch/de/specialites/atemarbeit","0","allowed","","index, follow","https://holiswiss.ch/de/specialites/atemarbeit","true","true","true","Atemarbeit in der Schweiz — Zertifizierte Therapeuten | Holiswiss","65","true","true","152","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (152 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/it/specialites/breathwork","specialty","200","https://holiswiss.ch/it/specialites/breathwork","0","allowed","","index, follow","https://holiswiss.ch/it/specialites/breathwork","true","true","true","Breathwork in Svizzera — Terapeuti certificati | Holiswiss","58","true","true","161","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (161 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/specialites/breathwork","specialty","200","https://holiswiss.ch/en/specialites/breathwork","0","allowed","","index, follow","https://holiswiss.ch/en/specialites/breathwork","true","true","true","Breathwork in Switzerland — Certified therapists | Holiswiss","60","true","true","162","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (162 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/fr/specialites/coaching-de-vie","specialty","200","https://holiswiss.ch/fr/specialites/coaching-de-vie","0","allowed","","index, follow","https://holiswiss.ch/fr/specialites/coaching-de-vie","true","true","true","Coaching de vie en Suisse — Thérapeutes certifiés | Holiswiss","61","true","true","184","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (184 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/de/specialites/life-coaching","specialty","200","https://holiswiss.ch/de/specialites/life-coaching","0","allowed","","index, follow","https://holiswiss.ch/de/specialites/life-coaching","true","true","true","Life Coaching in der Schweiz — Zertifizierte Therapeuten | Holiswiss","68","true","true","181","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (181 mots) ; title 68 car.","enrichir avant de pousser","3"
"https://holiswiss.ch/it/specialites/coaching-di-vita","specialty","200","https://holiswiss.ch/it/specialites/coaching-di-vita","0","allowed","","index, follow","https://holiswiss.ch/it/specialites/coaching-di-vita","true","true","true","Coaching di vita in Svizzera — Terapeuti certificati | Holiswiss","64","true","true","190","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (190 mots)","enrichir avant de pousser","3"
"https://holiswiss.ch/en/specialites/life-coaching","specialty","200","https://holiswiss.ch/en/specialites/life-coaching","0","allowed","","index, follow","https://holiswiss.ch/en/specialites/life-coaching","true","true","true","Life coaching in Switzerland — Certified therapists | Holiswiss","63","true","true","182","2","liée","SSR","14 types","INDEXABLE_MAIS_A_AMELIORER","","contenu mince (182 mots)","enrichir avant de pousser","3"
